0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	
0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	
0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	
0.033	0.033	0.033	0.033	0.033	0.033	0.033	0.033	
0.037	0.037	0.037	0.037	0.034	0.034	0.035	0.035	
0.053	0.053	0.053	0.053	0.041	0.042	0.043	0.044	
0.07	0.071	0.07	0.071	0.038	0.039	0.051	0.052	
0.057	0.06	0.056	0.06	0.048	0.048	0.061	0.06	
0.054	0.054	0.059	0.059	0.069	0.07	0.062	0.061	
0.062	0.062	0.067	0.062	0.053	0.051	0.057	0.071	
